Customer Name,Contact,Loan Number,Total Loan Amount,Current Balance,Current Escrow Balance,Prev Tax,Prev Insurance,Forecasted Tax,Forecasted Insurance,Last Tax Paid Date,Last Insurance Paid Date,Next Tax Pay Date,Next Insurance Pay Date,Forecasted Escrow Surplus,Forecasted Escrow Shortage,Last Interaction Date,Last Interaction Type,Last Interaction Summary,County,Property Address
Dr. John Duncan,632.356.2389,91946119,588227.83,451894.6,7975.58,6100.58,2411.29,6685.35,2525.88,2024-12-15,2025-04-19,2025-12-15,2026-04-19,0.0,2770.85,2025-08-19,Email,Requested payment schedule clarification,Travis,"14262 Jason Center Suite 821, Austin, TX 78704"
Mary Hopkins,+1-941-481-3599x8989,25026574,683362.93,351721.84,5931.67,6884.72,1000.7,7223.02,1053.34,2024-11-22,2024-12-08,2025-11-22,2025-12-08,0.0,3724.08,2025-10-06,Email,Follow-up on prior escrow analysis letter,Harris,"0889 Reilly Pass, Houston, TX 77584"
Stephanie Torres,(921)775-8839,68742783,789238.35,398698.02,3587.1,4303.16,1688.72,4477.85,1751.95,2025-05-14,2025-03-15,2026-05-14,2026-03-15,0.0,3681.0,2025-09-28,Chat,Inquired about property tax adjustment,Tarrant,"200 Fernandez Manor, Fort Worth, TX 76011"
Sandra White,469.914.9611,89246165,743402.78,387364.81,5127.37,3218.93,2320.23,3573.06,2388.45,2025-06-27,2025-03-28,2026-06-27,2026-03-28,0.0,1827.73,2025-09-05,In-App Message,Asked about escrow increase explanation,Tarrant,"96882 Barber Lock Suite 040, Arlington, TX 76102"
Deanna Tyler,001-461-956-0783,48133600,802819.9,528887.78,5011.41,5545.94,2330.49,6102.32,2453.47,2024-11-28,2025-07-03,2025-11-28,2026-07-03,0.0,4970.34,2025-11-11,Email,Requested payment schedule clarification,Collin,"6517 White Route, Allen, TX 75013"
Mark Conley,(368)934-9604x7842,11558972,721259.09,565186.1,2042.88,6275.39,951.84,6816.51,1014.78,2025-06-24,2025-09-02,2026-06-24,2026-09-02,0.0,7093.62,2025-09-06,In-App Message,Requested payment schedule clarification,Harris,"516 Ernest Knolls, Pearland, TX 77584"
Jennifer Daniels,(508)293-4868,68506613,184364.79,144767.27,4101.67,4248.19,950.5,4438.96,962.13,2025-04-25,2024-11-19,2026-04-25,2025-11-19,0.0,2199.6,2025-10-13,Chat,Follow-up on prior escrow analysis letter,Travis,"6728 Guzman Cliff, Austin, TX 78759"
Ann Jones,593-559-2361,73768236,866376.24,624585.5,6303.31,7307.82,1686.98,8020.7,1780.16,2025-03-30,2025-02-27,2026-03-30,2026-02-27,0.0,5131.03,2025-10-25,Call,Asked about escrow increase explanation,Collin,"52304 Hawkins Court Suite 502, Plano, TX 75024"
Charles Martinez,865-803-4409,18479821,356221.9,196955.98,6807.83,6775.13,1785.24,7030.0,1888.82,2025-04-15,2025-05-09,2026-04-15,2026-05-09,0.0,3597.46,2025-11-02,Chat,Verified insurance premium update,Harris,"718 Isabel Ranch Apt. 880, Houston, TX 77002"
Anne Miller,868-513-5926x648,88083792,796480.75,367680.7,4059.12,4867.21,2261.4,5152.26,2336.36,2025-06-27,2025-02-20,2026-06-27,2026-02-20,0.0,4677.6,2025-09-13,Call,Asked about escrow increase explanation,Harris,"987 Conrad Light Suite 155, Houston, TX 77584"
Amber Martinez,(792)307-5360,19446734,258025.69,149081.38,1627.4,4380.57,1492.37,4578.69,1589.83,2025-05-29,2025-06-23,2026-05-29,2026-06-23,0.0,5569.21,2025-09-08,Chat,Requested payment schedule clarification,Harris,"60398 Clark Island Apt. 621, Houston, TX 77057"
Kyle Gray,6004994248,16302637,442454.78,269906.59,3889.76,4458.98,1438.37,4924.93,1468.41,2025-01-12,2024-11-16,2026-01-12,2025-11-16,0.0,3569.14,2025-11-01,Email,Requested payment schedule clarification,Collin,"6489 Reynolds Loop Apt. 564, Plano, TX 75025"
Emily Henderson,(277)858-0974x533,27563172,519734.58,429402.11,3695.34,3517.87,903.07,3770.57,945.19,2025-08-10,2025-03-03,2026-08-10,2026-03-03,0.0,1806.38,2025-08-19,In-App Message,Asked about escrow increase explanation,Harris,"4662 Kaylee Junction, Pearland, TX 77024"
Mark Munoz,(930)806-2212x242,74205049,351869.8,327850.23,5725.68,4108.42,1743.0,4522.01,1808.21,2024-12-16,2025-04-04,2025-12-16,2026-04-04,0.0,1659.58,2025-11-10,In-App Message,Verified insurance premium update,Travis,"6259 Peter Cove Apt. 241, Austin, TX 78701"
Kathy Frye,+1-886-900-8017,76375258,429978.92,405321.5,6474.17,5418.91,1520.38,6026.01,1597.4,2025-02-25,2025-05-03,2026-02-25,2026-05-03,0.0,2419.81,2025-08-27,Call,Verified insurance premium update,Collin,"12995 Galvan Bridge, Frisco, TX 75024"
Jennifer Baker MD,(712)812-0384x37536,81442747,150407.2,137886.31,4375.3,5690.4,2227.13,6055.8,2319.84,2025-03-11,2024-12-30,2026-03-11,2025-12-30,0.0,5396.28,2025-08-25,Email,Follow-up on prior escrow analysis letter,Harris,"8525 Gould Extensions, Pasadena, TX 77008"
Melissa Hall,545-340-0644x54752,24952346,271062.23,194363.72,1489.55,3403.72,1987.33,3760.24,2136.89,2025-08-22,2024-12-13,2026-08-22,2025-12-13,0.0,5390.43,2025-09-26,Chat,Verified insurance premium update,Harris,"27489 Fleming River, Pasadena, TX 77002"
Raymond Duran,842.472.0388,19767824,859056.35,659398.72,7857.48,6184.89,1264.12,6739.09,1313.35,2024-11-23,2025-04-10,2025-11-23,2026-04-10,0.0,1537.03,2025-10-12,Email,Verified insurance premium update,Dallas,"0801 Rivers Views Apt. 453, Garland, TX 75040"
Veronica Nguyen DDS,(349)335-3400,63195723,835513.68,431846.0,7455.8,5739.54,807.27,5916.67,827.95,2025-02-20,2025-02-20,2026-02-20,2026-02-20,0.0,412.92,2025-09-24,In-App Message,Verified insurance premium update,Harris,"8481 Reed Extensions Suite 445, Pasadena, TX 77002"
Joseph Weiss,(317)499-3781x053,82025376,553987.0,496530.85,6712.4,5003.3,1009.81,5591.11,1054.11,2025-09-08,2025-01-10,2026-09-08,2026-01-10,0.0,1040.36,2025-11-07,Chat,Verified insurance premium update,Harris,"848 Lara Port Suite 988, Houston, TX 77007"
Melissa Brown,879-627-1472x46301,33492068,497019.4,456325.4,4112.04,3996.84,833.63,4217.87,911.1,2025-05-24,2024-11-22,2026-05-24,2025-11-22,0.0,1871.76,2025-09-21,Chat,Requested payment schedule clarification,Dallas,"38397 Adrienne Freeway Apt. 218, Dallas, TX 75201"
Brooke Keith,428.380.9832,16010551,315860.76,296927.93,7771.08,3165.58,1637.82,3461.13,1743.53,2025-05-09,2025-04-28,2026-05-09,2026-04-28,1698.98,0.0,2025-09-19,Call,Requested payment schedule clarification,Collin,"23200 Heather Lights, Allen, TX 75070"
Thomas Romero,+1-398-676-1081x4356,18282820,576826.67,402051.45,4862.5,5969.27,1761.7,6514.95,1868.92,2024-11-29,2025-05-17,2025-11-29,2026-05-17,0.0,4918.68,2025-09-09,Call,Follow-up on prior escrow analysis letter,Travis,"453 Brittany Throughway, Austin, TX 78704"
Paul Chase,+1-923-854-6951x0030,34478552,344718.36,253351.33,2595.76,5353.86,2129.83,5606.92,2281.09,2024-11-18,2025-08-05,2025-11-18,2026-08-05,0.0,6606.92,2025-08-18,Chat,Follow-up on prior escrow analysis letter,Dallas,"4596 Flowers Isle, Dallas, TX 75204"
William Barnett,(741)310-6541x13407,63529154,630724.71,581236.23,1363.04,7224.42,1535.33,8088.17,1588.55,2025-01-28,2025-03-05,2026-01-28,2026-03-05,0.0,9926.47,2025-10-06,In-App Message,Verified insurance premium update,Travis,"708 Michael Points Apt. 668, Austin, TX 78745"
Joseph Bradley,+1-362-969-7083x868,81019783,812851.83,457045.53,2945.53,4890.28,1563.06,5039.26,1606.07,2025-06-20,2025-05-06,2026-06-20,2026-05-06,0.0,4807.36,2025-11-09,Call,Follow-up on prior escrow analysis letter,Tarrant,"150 Pratt Meadow Apt. 571, Grapevine, TX 76102"
Michael Young,4128657898,11971999,467865.19,227953.36,2749.89,3740.17,1328.37,4063.09,1353.22,2025-05-08,2025-05-18,2026-05-08,2026-05-18,0.0,3569.14,2025-09-27,In-App Message,Verified insurance premium update,Collin,"80952 Kristen Lake Suite 851, Frisco, TX 75070"
Brandon Adkins,846.492.1188x2419,68484362,335365.17,230324.86,7711.62,6746.33,2196.78,7264.25,2265.55,2024-12-21,2025-06-13,2025-12-21,2026-06-13,0.0,3406.48,2025-09-16,Call,Follow-up on prior escrow analysis letter,Collin,"22975 Shannon Valleys Suite 542, Allen, TX 75025"
Jacqueline Bass,7569820922,10008169,619011.57,457738.77,1598.74,3273.09,856.68,3463.57,930.6,2025-04-19,2025-02-25,2026-04-19,2026-02-25,0.0,3527.79,2025-08-19,Call,Requested payment schedule clarification,Harris,"016 Sara Junctions, Pasadena, TX 77007"
Daniel Taylor,428.428.9540x0178,45140558,376103.31,287001.65,1460.53,6049.04,1750.74,6391.07,1828.35,2024-12-16,2024-12-26,2025-12-16,2025-12-26,0.0,8128.79,2025-10-08,Call,Follow-up on prior escrow analysis letter,Collin,"12616 Smith Circles Apt. 580, McKinney, TX 75013"
Aaron Thompson,411.552.6105x370,15885467,740606.11,564344.88,4173.88,5088.94,1527.78,5525.67,1556.98,2025-02-18,2025-08-10,2026-02-18,2026-08-10,0.0,4089.21,2025-11-02,Call,Verified insurance premium update,Travis,"1695 Adam Orchard, Austin, TX 78759"
Angelica Gordon PhD,+1-554-832-9876,56253278,231004.94,105371.58,5993.1,5667.99,2229.33,6299.37,2276.9,2024-12-15,2025-07-11,2025-12-15,2026-07-11,0.0,4012.55,2025-10-29,Chat,Inquired about property tax adjustment,Harris,"447 Robert Street, Pasadena, TX 77024"
Tammy Madden,248.413.1045,57217126,483468.24,276338.96,6579.18,3272.21,1329.83,3498.73,1457.99,2025-06-04,2024-12-04,2026-06-04,2025-12-04,796.34,0.0,2025-09-22,Chat,Inquired about property tax adjustment,Travis,"21743 Kim Pine Apt. 526, Austin, TX 78759"
Veronica Graham,001-667-439-8344x8838,52670431,260556.8,157464.17,3400.3,4659.73,813.74,5045.46,871.55,2025-05-03,2025-05-02,2026-05-03,2026-05-02,0.0,3502.88,2025-09-09,Call,Requested payment schedule clarification,Harris,"4628 Mark Center, Pearland, TX 77008"
Jennifer Cole,751-356-2392x09085,15704947,466545.86,255528.83,2402.6,7088.25,2134.95,7518.79,2284.63,2025-04-10,2024-12-17,2026-04-10,2025-12-17,0.0,9034.72,2025-10-11,In-App Message,Follow-up on prior escrow analysis letter,Harris,"409 Pamela Courts Apt. 178, Pearland, TX 77002"
Mrs. Erin Phillips,360.422.0695x354,10087245,872298.67,661247.38,3930.87,3730.26,1572.31,4107.12,1594.0,2025-03-29,2024-12-04,2026-03-29,2025-12-04,0.0,2720.44,2025-08-15,Email,Asked about escrow increase explanation,Tarrant,"227 Glover Port, Grapevine, TX 76011"
Jason Burnett,6159153259,95055990,617940.01,351922.72,6142.1,7286.65,1363.58,7990.59,1402.41,2024-11-30,2025-03-28,2025-11-30,2026-03-28,0.0,4816.4,2025-10-21,Email,Asked about escrow increase explanation,Dallas,"74071 Padilla Vista Apt. 798, Irving, TX 75039"
Megan Schneider,210.506.4934,87709140,418415.0,304332.39,1996.81,4981.84,1873.27,5540.52,1952.68,2025-08-09,2025-09-02,2026-08-09,2026-09-02,0.0,6745.26,2025-09-10,Call,Requested payment schedule clarification,Tarrant,"45203 Williams Ridge, Fort Worth, TX 76102"
Joshua Sims,535-799-2855,86112485,314208.78,182555.12,2219.99,6813.9,1218.14,7138.51,1249.63,2025-04-26,2025-06-11,2026-04-26,2026-06-11,0.0,7566.17,2025-08-19,Chat,Asked about escrow increase explanation,Dallas,"05610 Rick Oval Apt. 069, Garland, TX 75204"
James Gonzales,703-578-4233x944,12752966,641151.9,572231.77,3368.68,3946.07,1575.55,4195.73,1644.1,2025-01-12,2025-07-14,2026-01-12,2026-07-14,0.0,3444.46,2025-09-16,Email,Follow-up on prior escrow analysis letter,Collin,"7762 Murphy Forge, Frisco, TX 75034"
Angel Lewis,(254)426-2417x8429,98783880,238869.99,212919.53,1915.56,3853.39,1705.34,4209.8,1771.19,2025-06-20,2024-11-26,2026-06-20,2025-11-26,0.0,5062.26,2025-10-15,In-App Message,Requested payment schedule clarification,Harris,"34511 Jo Bypass, Pasadena, TX 77007"
Jennifer Rhodes,(330)888-6843x021,62691474,370637.06,194318.88,2730.2,5832.57,1276.12,6073.93,1347.26,2024-12-15,2025-01-16,2025-12-15,2026-01-16,0.0,5927.86,2025-10-10,In-App Message,Requested payment schedule clarification,Collin,"29045 Cook Wells Suite 592, Frisco, TX 75035"
Patricia Collins,(303)636-2027x5582,72001039,611164.84,326188.92,3716.81,6970.9,2076.93,7414.83,2194.69,2025-01-20,2025-01-23,2026-01-20,2026-01-23,0.0,7494.3,2025-09-24,Email,Inquired about property tax adjustment,Collin,"92071 Laurie Ville Apt. 380, McKinney, TX 75070"
Carol Holland,+1-321-858-1897x059,24282914,512472.79,475511.17,4316.31,5615.34,1884.78,6183.37,2013.84,2024-12-12,2025-08-21,2025-12-12,2026-08-21,0.0,5247.1,2025-10-10,Email,Requested payment schedule clarification,Tarrant,"638 Cook Plaza, Grapevine, TX 76051"
Laura Ford,521.368.8005x3789,83482715,325788.44,182212.45,3975.16,4696.87,1067.26,5193.89,1102.38,2025-07-24,2024-12-18,2026-07-24,2025-12-18,0.0,3370.49,2025-10-02,Call,Requested payment schedule clarification,Dallas,"289 Nolan Unions Suite 540, Mesquite, TX 75150"
Nathan Woods,5024839482,98917279,539115.54,304648.15,1288.0,5305.18,1371.84,5679.74,1438.96,2025-01-01,2025-08-29,2026-01-01,2026-08-29,0.0,7017.15,2025-11-05,Chat,Verified insurance premium update,Collin,"41447 Pena Street, Allen, TX 75034"
Ashley Fisher,(499)530-2020x304,27609439,168538.65,113063.18,2859.37,3341.5,2332.51,3530.32,2461.17,2025-02-13,2025-04-04,2026-02-13,2026-04-04,0.0,4130.7,2025-10-22,Call,Inquired about property tax adjustment,Tarrant,"775 Heather Cove, Arlington, TX 76010"
Steven Malone,916.950.6463x00593,71686315,203511.51,95475.53,2402.15,3884.91,1359.71,4107.3,1473.11,2025-04-21,2025-08-03,2026-04-21,2026-08-03,0.0,4108.33,2025-11-07,Chat,Requested payment schedule clarification,Dallas,"9198 David Cliffs Apt. 291, Dallas, TX 75201"
Veronica Jones,669-302-9831x0438,93226902,156400.41,93799.12,6756.16,6524.08,1486.48,6958.05,1578.93,2025-04-02,2025-04-17,2026-04-02,2026-04-17,0.0,3203.65,2025-10-07,Call,Verified insurance premium update,Harris,"2291 Sheila Manor Suite 080, Houston, TX 77057"
Tracy Butler,(270)663-6219x8655,88009158,320683.87,260288.82,2469.13,4051.75,1797.91,4374.82,1891.74,2025-06-19,2025-04-21,2026-06-19,2026-04-21,0.0,4841.86,2025-09-16,In-App Message,Inquired about property tax adjustment,Harris,"4076 Petty Spur Suite 933, Houston, TX 77095"
Matthew Bennett,532.826.2611x424,99317146,471594.73,434322.19,3923.82,4974.06,2250.01,5136.76,2300.65,2025-08-01,2025-05-29,2026-08-01,2026-05-29,0.0,4753.16,2025-11-04,Email,Inquired about property tax adjustment,Collin,"585 Nunez Courts, Allen, TX 75024"
Stacey Williams,001-879-691-9623x4199,39608852,775724.16,480880.03,3934.03,6085.93,1485.73,6695.0,1572.47,2025-04-01,2025-07-27,2026-04-01,2026-07-27,0.0,5711.35,2025-08-19,Chat,Follow-up on prior escrow analysis letter,Collin,"532 Valentine Ferry, McKinney, TX 75070"
David Sanchez,203.711.5876,45846358,265268.43,245723.13,3311.75,5834.28,1825.1,6328.47,1985.75,2025-02-12,2025-04-29,2026-02-12,2026-04-29,0.0,6388.17,2025-09-18,In-App Message,Requested payment schedule clarification,Collin,"6947 Flynn Locks Suite 535, Plano, TX 75024"
Wendy Nelson,(798)261-6342x1254,81871771,439825.38,302331.05,3301.89,7328.72,1886.31,7749.52,1934.28,2025-09-02,2025-04-14,2026-09-02,2026-04-14,0.0,7995.88,2025-10-10,Email,Asked about escrow increase explanation,Travis,"594 Lisa Ferry, Austin, TX 78759"
Richard Watson,(364)672-1307x4235,34372953,290019.08,140585.45,7740.96,4277.18,1196.17,4659.39,1215.67,2025-03-10,2025-02-01,2026-03-10,2026-02-01,886.72,0.0,2025-10-22,Call,Inquired about property tax adjustment,Harris,"40489 John Estate Suite 145, Pasadena, TX 77002"
Jodi Gutierrez,+1-373-710-0817x85221,83683223,395079.05,357509.49,3737.74,7453.18,1019.53,7957.44,1097.91,2025-05-08,2025-02-19,2026-05-08,2026-02-19,0.0,6826.84,2025-09-08,In-App Message,Requested payment schedule clarification,Harris,"84523 Ochoa Shoals Suite 268, Houston, TX 77008"
Marie Shelton,4175320865,69687908,474150.51,381613.31,4323.46,5716.69,2396.56,6190.46,2528.9,2024-12-05,2025-07-19,2025-12-05,2026-07-19,0.0,5849.13,2025-11-02,In-App Message,Inquired about property tax adjustment,Dallas,"2966 Russell Fields Suite 014, Irving, TX 75219"
Phillip Graves,(278)210-5580,30398821,484298.69,417606.55,5233.94,4110.78,1359.12,4444.7,1432.77,2025-07-03,2025-03-07,2026-07-03,2026-03-07,0.0,1623.11,2025-09-05,In-App Message,Follow-up on prior escrow analysis letter,Dallas,"221 Lopez Mountain Apt. 160, Dallas, TX 75204"
Melissa Martinez,568.817.2031,93541727,634724.35,577248.75,3427.47,6791.88,2146.99,7234.7,2327.57,2025-08-17,2025-04-05,2026-08-17,2026-04-05,0.0,7728.51,2025-10-12,Email,Verified insurance premium update,Collin,"2862 Carolyn Ferry Suite 352, Plano, TX 75025"
Steven Hopkins,432.222.7393,48564701,699932.96,475194.34,7375.83,3825.5,1766.65,4075.76,1934.68,2024-12-16,2024-11-30,2025-12-16,2025-11-30,363.65,0.0,2025-10-06,Email,Requested payment schedule clarification,Dallas,"3532 Rodney Corners Suite 076, Irving, TX 75062"
Amber Lopez,+1-471-882-3601x071,23391799,368917.19,335031.47,5886.31,6250.84,1169.33,6715.99,1285.46,2025-02-19,2025-09-09,2026-02-19,2026-09-09,0.0,3448.71,2025-09-22,Call,Inquired about property tax adjustment,Tarrant,"838 Janice Walks Suite 648, Grapevine, TX 76011"
Frederick Molina,(323)632-2280,44058594,724904.31,444371.1,4156.55,4137.45,1660.31,4433.67,1687.85,2025-04-17,2024-12-03,2026-04-17,2025-12-03,0.0,2985.22,2025-09-19,In-App Message,Verified insurance premium update,Collin,"8922 Jessica Knoll, Plano, TX 75035"
Stephen Haney,935-606-3731x18046,24031307,791829.86,513372.73,1075.16,3516.07,2359.13,3725.06,2541.68,2025-01-07,2024-11-16,2026-01-07,2025-11-16,0.0,6236.04,2025-11-08,In-App Message,Verified insurance premium update,Tarrant,"75384 Denise Islands, Grapevine, TX 76010"
Colleen Cruz,(908)246-3975x6154,58524020,642766.95,518578.44,4064.07,5118.54,1274.54,5346.43,1383.47,2025-09-04,2025-07-30,2026-09-04,2026-07-30,0.0,3787.48,2025-09-16,Call,Requested payment schedule clarification,Collin,"9121 Miller Stravenue Suite 119, Plano, TX 75035"
Devon Hudson,+1-919-269-3957x87520,28399621,706084.86,377209.38,5699.75,3050.45,1264.53,3262.94,1297.43,2025-05-22,2024-12-18,2026-05-22,2025-12-18,379.32,0.0,2025-08-27,Call,Follow-up on prior escrow analysis letter,Tarrant,"2620 Cindy Run, Fort Worth, TX 76011"
Ann Parker,993.869.6789,14876892,185817.02,142595.09,4660.12,5981.43,1922.07,6216.21,2060.71,2025-07-31,2025-09-03,2026-07-31,2026-09-03,0.0,4996.29,2025-08-16,In-App Message,Asked about escrow increase explanation,Dallas,"12677 Christopher Rapids Apt. 276, Mesquite, TX 75040"
Gerald Ray,389.878.6533x94319,54132892,729307.27,607919.27,7501.74,4685.9,1205.52,4865.02,1263.33,2025-03-27,2024-11-20,2026-03-27,2025-11-20,352.0,0.0,2025-10-28,Call,Inquired about property tax adjustment,Harris,"08952 David Cape Apt. 191, Houston, TX 77002"
Robert Nelson,697-647-0002x6876,83115848,869058.94,433053.46,6847.7,5988.49,2030.82,6191.87,2144.8,2025-04-25,2025-08-06,2026-04-25,2026-08-06,0.0,2878.41,2025-08-17,Chat,Inquired about property tax adjustment,Dallas,"6497 Mclean Corners Suite 365, Dallas, TX 75204"
Gary Johnson,655.837.3096,92739686,618505.01,567270.33,3765.45,4925.46,1195.09,5120.16,1241.82,2025-04-07,2025-02-05,2026-04-07,2026-02-05,0.0,3656.86,2025-09-14,Call,Verified insurance premium update,Harris,"7119 Taylor Square, Pearland, TX 77024"
Michael Watkins,001-602-555-1282x7636,20517721,309575.95,173377.42,5605.73,4253.06,1860.65,4397.47,2027.53,2025-03-06,2025-03-19,2026-03-06,2026-03-19,0.0,1890.1,2025-10-26,In-App Message,Inquired about property tax adjustment,Tarrant,"489 Carr Keys Suite 663, Fort Worth, TX 76010"
Steven Mclean,001-534-641-4916x9993,47015631,684398.33,578747.68,7455.57,5561.42,1228.3,5775.68,1276.44,2025-06-29,2025-03-18,2026-06-29,2026-03-18,0.0,771.9,2025-10-01,In-App Message,Requested payment schedule clarification,Harris,"3946 Smith Trace Apt. 230, Pasadena, TX 77007"
Larry Woods,398.289.4132,86639255,721287.21,572566.84,7846.15,5998.67,914.77,6188.16,999.01,2025-04-03,2025-03-21,2026-04-03,2026-03-21,0.0,538.88,2025-09-28,In-App Message,Verified insurance premium update,Tarrant,"02170 Murphy Walk Suite 346, Fort Worth, TX 76051"
Bonnie Strickland,8303044964,29915454,527565.03,423273.11,1093.04,3095.46,2090.2,3222.88,2155.57,2024-12-25,2025-01-29,2025-12-25,2026-01-29,0.0,5181.82,2025-10-24,In-App Message,Requested payment schedule clarification,Harris,"002 Rodriguez Tunnel, Pearland, TX 77024"
Felicia Long,(389)563-5957x086,19232076,253166.61,177055.42,2414.08,4690.87,1891.47,4932.1,2033.86,2024-12-09,2025-02-05,2025-12-09,2026-02-05,0.0,5712.87,2025-10-05,In-App Message,Inquired about property tax adjustment,Harris,"584 Jordan Islands Suite 631, Houston, TX 77002"
Amber Harris,(936)622-0334,34576822,632701.55,525298.53,4646.11,7399.05,1901.68,7813.11,1924.75,2024-11-21,2024-11-23,2025-11-21,2025-11-23,0.0,6714.73,2025-10-06,Chat,Inquired about property tax adjustment,Dallas,"3104 Elizabeth Station Suite 868, Garland, TX 75219"
Virginia Curtis,001-329-946-9021x774,45365829,190555.49,173184.28,7918.63,6606.53,1983.67,6936.99,2159.31,2025-04-02,2024-11-29,2026-04-02,2025-11-29,0.0,2693.72,2025-08-29,Chat,Requested payment schedule clarification,Dallas,"43502 Amanda Turnpike, Irving, TX 75062"
Justin Blackburn,(265)427-5233x28293,12179926,802400.05,389157.97,2347.26,5854.65,1040.6,6137.9,1059.6,2024-11-19,2025-02-04,2025-11-19,2026-02-04,0.0,6049.82,2025-09-02,Email,Requested payment schedule clarification,Travis,"6913 Natalie Forks, Austin, TX 78701"
John Jones,001-716-775-0762x799,43436784,693741.83,420221.27,6051.72,4102.16,1099.94,4317.14,1139.19,2025-06-24,2025-06-14,2026-06-24,2026-06-14,0.0,314.0,2025-10-27,In-App Message,Requested payment schedule clarification,Harris,"45301 Renee Street, Houston, TX 77095"
